 (3.413171339637152604e-03+0.000000000000000000e+00j)  (1.469085798383606804e-03+0.000000000000000000e+00j)  (9.669772506920116866e-04+0.000000000000000000e+00j)  (1.124476179258102190e-03+0.000000000000000000e+00j)  (8.450588040648037650e-04+0.000000000000000000e+00j)  (8.352481599813762602e-04+0.000000000000000000e+00j)  (8.128047473717515958e-04+0.000000000000000000e+00j)  (8.301742924565543458e-04+0.000000000000000000e+00j)  (8.985138952679029784e-04+0.000000000000000000e+00j)  (1.012560642060111914e-03+0.000000000000000000e+00j)  (1.136255614211991675e-03+0.000000000000000000e+00j)  (1.311347153577381748e-03+0.000000000000000000e+00j)  (1.907743556163801367e-03+0.000000000000000000e+00j)  (2.012139290088885667e-03+0.000000000000000000e+00j)  (1.579303369219375993e-03+0.000000000000000000e+00j)  (1.757178840171533772e-03+0.000000000000000000e+00j)  (2.135156817117989190e-03+0.000000000000000000e+00j)  (2.025650306412267454e-03+0.000000000000000000e+00j)  (1.883433133362179702e-03+0.000000000000000000e+00j)  (1.903120058472377663e-03+0.000000000000000000e+00j)  (2.626325385613088870e-04+0.000000000000000000e+00j)  (4.831380482586462464e-04+0.000000000000000000e+00j)  (6.196231536158364412e-04+0.000000000000000000e+00j)  (7.392412681571008731e-04+0.000000000000000000e+00j)  (8.248708885947750270e-04+0.000000000000000000e+00j)  (7.801340474435079254e-04+0.000000000000000000e+00j)  (7.404692131701983999e-04+0.000000000000000000e+00j)  (7.132034359467953003e-04+0.000000000000000000e+00j)  (6.210952768765670316e-04+0.000000000000000000e+00j)  (5.923455223335996394e-04+0.000000000000000000e+00j)  (5.719380210650921873e-04+0.000000000000000000e+00j)  (5.219655742838027980e-04+0.000000000000000000e+00j)  (5.396004017963571420e-04+0.000000000000000000e+00j)  (4.670332383215611066e-04+0.000000000000000000e+00j)  (4.892461558312141820e-04+0.000000000000000000e+00j)  (4.217263480174102261e-04+0.000000000000000000e+00j)  (4.266340935215031586e-04+0.000000000000000000e+00j)  (3.891604137000382506e-04+0.000000000000000000e+00j)  (3.837954012735653544e-04+0.000000000000000000e+00j)  (3.679157379978155993e-04+0.000000000000000000e+00j)  (3.623357302519148522e-04+0.000000000000000000e+00j)  (3.546170266488320091e-04+0.000000000000000000e+00j)  (3.498333429281532368e-04+0.000000000000000000e+00j)  (3.448460924666131404e-04+0.000000000000000000e+00j)  (3.406407886700601583e-04+0.000000000000000000e+00j)  (3.366441495417385682e-04+0.000000000000000000e+00j)  (3.329836625563230312e-04+0.000000000000000000e+00j)  (3.295773369294391613e-04+0.000000000000000000e+00j)  (3.264208442430534588e-04+0.000000000000000000e+00j)  (3.234882409911021047e-04+0.000000000000000000e+00j)  (3.207537415376227660e-04+0.000000000000000000e+00j)  (3.181932038865364866e-04+0.000000000000000000e+00j)  (3.157947962490224381e-04+0.000000000000000000e+00j)  (3.135502718287219172e-04+0.000000000000000000e+00j)  (3.114461999360775674e-04+0.000000000000000000e+00j)  (3.094723635205787454e-04+0.000000000000000000e+00j)  (3.076274566717287942e-04+0.000000000000000000e+00j)  (3.059163476596674829e-04+0.000000000000000000e+00j)  (3.043426933615340753e-04+0.000000000000000000e+00j)  (3.029081721943313382e-04+0.000000000000000000e+00j)  (3.016134422706248002e-04+0.000000000000000000e+00j)  (3.004587569200001230e-04+0.000000000000000000e+00j)  (2.994360073035370450e-04+0.000000000000000000e+00j)  (2.985289235345566622e-04+0.000000000000000000e+00j)  (2.977255025594008190e-04+0.000000000000000000e+00j)  (2.970173427644673685e-04+0.000000000000000000e+00j)  (2.963953256145601331e-04+0.000000000000000000e+00j)  (2.958501777578351525e-04+0.000000000000000000e+00j)  (2.953730648652346360e-04+0.000000000000000000e+00j)  (2.949558532943536977e-04+0.000000000000000000e+00j)
 (-9.350475025862245437e-02+0.000000000000000000e+00j)  (-1.873693784854158217e-01+0.000000000000000000e+00j)  (-2.258048465237649238e-01+0.000000000000000000e+00j)  (-2.660341749126846067e-01+0.000000000000000000e+00j)  (-2.987148707379905233e-01+0.000000000000000000e+00j)  (-3.325312925736540470e-01+0.000000000000000000e+00j)  (-3.675784564993974657e-01+0.000000000000000000e+00j)  (-4.044280133144936284e-01+0.000000000000000000e+00j)  (-4.454495677523629960e-01+0.000000000000000000e+00j)  (-4.935606888030605877e-01+0.000000000000000000e+00j)  (-5.475343585283688475e-01+0.000000000000000000e+00j)  (-6.081966320761437172e-01+0.000000000000000000e+00j)  (-6.952825746046255029e-01+0.000000000000000000e+00j)  (-7.941093422744811559e-01+0.000000000000000000e+00j)  (-8.812784154320766339e-01+0.000000000000000000e+00j)  (-9.785835390446424586e-01+0.000000000000000000e+00j)  (-1.086812794528371429e+00+0.000000000000000000e+00j)  (-1.187693044067078318e+00+0.000000000000000000e+00j)  (-1.273531080024635553e+00+0.000000000000000000e+00j)  (-1.361568279334920417e+00+0.000000000000000000e+00j)  (-1.448182027771517388e+00+0.000000000000000000e+00j)  (-1.532807820639632057e+00+0.000000000000000000e+00j)  (-1.614227976814580412e+00+0.000000000000000000e+00j)  (-1.682773486329622870e+00+0.000000000000000000e+00j)  (-1.739860804002560934e+00+0.000000000000000000e+00j)  (-1.778969768778923211e+00+0.000000000000000000e+00j)  (-1.801634772289608666e+00+0.000000000000000000e+00j)  (-1.818240246902688151e+00+0.000000000000000000e+00j)  (-1.828395184484150837e+00+0.000000000000000000e+00j)  (-1.836215366607699684e+00+0.000000000000000000e+00j)  (-1.842948124477530758e+00+0.000000000000000000e+00j)  (-1.848083470134370909e+00+0.000000000000000000e+00j)  (-1.853155521606827394e+00+0.000000000000000000e+00j)  (-1.856722928271558715e+00+0.000000000000000000e+00j)  (-1.860025918386730259e+00+0.000000000000000000e+00j)  (-1.862381991625564392e+00+0.000000000000000000e+00j)  (-1.864168776238964265e+00+0.000000000000000000e+00j)  (-1.865628942566662785e+00+0.000000000000000000e+00j)  (-1.866650712778950005e+00+0.000000000000000000e+00j)  (-1.867560681833210667e+00+0.000000000000000000e+00j)  (-1.868269705136032188e+00+0.000000000000000000e+00j)  (-1.868911124169274185e+00+0.000000000000000000e+00j)  (-1.869454355520298483e+00+0.000000000000000000e+00j)  (-1.869940777489061290e+00+0.000000000000000000e+00j)  (-1.870365919819012346e+00+0.000000000000000000e+00j)  (-1.870742515758134994e+00+0.000000000000000000e+00j)  (-1.871073802175971634e+00+0.000000000000000000e+00j)  (-1.871365278852741731e+00+0.000000000000000000e+00j)  (-1.871620705253125960e+00+0.000000000000000000e+00j)  (-1.871843662918081908e+00+0.000000000000000000e+00j)  (-1.872037254439977039e+00+0.000000000000000000e+00j)  (-1.872204317642794047e+00+0.000000000000000000e+00j)  (-1.872347495030909137e+00+0.000000000000000000e+00j)  (-1.872469295083488694e+00+0.000000000000000000e+00j)  (-1.872572097831600946e+00+0.000000000000000000e+00j)  (-1.872658145990233391e+00+0.000000000000000000e+00j)  (-1.872729550816129906e+00+0.000000000000000000e+00j)  (-1.872788292489949269e+00+0.000000000000000000e+00j)  (-1.872836209563045085e+00+0.000000000000000000e+00j)  (-1.872874986454640567e+00+0.000000000000000000e+00j)  (-1.872906142629386927e+00+0.000000000000000000e+00j)  (-1.872931023544142981e+00+0.000000000000000000e+00j)  (-1.872950795713944849e+00+0.000000000000000000e+00j)  (-1.872966448862504185e+00+0.000000000000000000e+00j)  (-1.872978805743984898e+00+0.000000000000000000e+00j)  (-1.872988539929565155e+00+0.000000000000000000e+00j)  (-1.872996196775278621e+00+0.000000000000000000e+00j)  (-1.873002213761097101e+00+0.000000000000000000e+00j)  (-1.873006939262677362e+00+0.000000000000000000e+00j)  (-1.873010649209966960e+00+0.000000000000000000e+00j)
