x y Re(psi) Im(psi)
-3.365079365079365115e+00 -3.619047619047619069e+00 1.038932533938326519e-01 4.719062684243741090e-02
-3.238095238095238138e+00 -3.619047619047619069e+00 1.046267618569493574e-01 4.752380270360243020e-02
-3.111111111111111160e+00 -3.619047619047619069e+00 1.054431285292427856e-01 4.789461460659263925e-02
-2.984126984126984183e+00 -3.619047619047619069e+00 1.063307555853106878e-01 4.829779456111173153e-02
-2.857142857142857206e+00 -3.619047619047619069e+00 1.072780204638363044e-01 4.872806334126062594e-02
-2.730158730158730229e+00 -3.619047619047619069e+00 1.082733407792255409e-01 4.918015996984719668e-02
-2.603174603174603252e+00 -3.619047619047619069e+00 1.093052323739266696e-01 4.964886808704142840e-02
-2.476190476190476275e+00 -3.619047619047619069e+00 1.103623838439557192e-01 5.012904980152654844e-02
-2.349206349206349298e+00 -3.619047619047619069e+00 1.114337292676546021e-01 5.061567872551919062e-02
-2.222222222222222321e+00 -3.619047619047619069e+00 1.125085302737231924e-01 5.110387725189506625e-02
-2.095238095238095344e+00 -3.619047619047619069e+00 1.135764556293958755e-01 5.158895270490924945e-02
-1.968253968253968367e+00 -3.619047619047619069e+00 1.146276633805213552e-01 5.206643465004762161e-02
-1.841269841269841390e+00 -3.619047619047619069e+00 1.156528765915725565e-01 5.253210929682432945e-02
-1.714285714285714413e+00 -3.619047619047619069e+00 1.166434544069569756e-01 5.298205177640959163e-02
-1.587301587301587436e+00 -3.619047619047619069e+00 1.175914512024715114e-01 5.341265300953652179e-02
-1.460317460317460458e+00 -3.619047619047619069e+00 1.184896640854226912e-01 5.382064128211220405e-02
-1.333333333333333481e+00 -3.619047619047619069e+00 1.193316632470779876e-01 5.420309603197642073e-02
-1.206349206349206504e+00 -3.619047619047619069e+00 1.201118055586298805e-01 5.455745402449094228e-02
-1.079365079365079527e+00 -3.619047619047619069e+00 1.208252282012194506e-01 5.488150645915441939e-02
-9.523809523809525501e-01 -3.619047619047619069e+00 1.214678242465580260e-01 5.517338787777778530e-02
-8.253968253968255731e-01 -3.619047619047619069e+00 1.220361997719853625e-01 5.543155668518948143e-02
-6.984126984126985960e-01 -3.619047619047619069e+00 1.225276168820923911e-01 5.565476926838901217e-02
-5.714285714285716189e-01 -3.619047619047619069e+00 1.229399247832678038e-01 5.584204868907275549e-02
